crime_id,timestamp,date,time,year,month,day_of_week,hour,crime_type,ipc_bns_section,severity_score,district,police_station,location_name,location_type,latitude,longitude,weapon_used,investigation_status
DL-2015-014274,2015-09-24 13:28:42,2015-09-24,13:28,2015,9,Thursday,13,Pickpocketing / Theft,IPC Sec 379,1,South West,Sarojini Nagar,Sarojini Nagar Export Market,Bustling Flea Market,28.571302,77.202109,No,Under Investigation
DL-2015-000599,2015-09-24 16:08:52,2015-09-24,16:08,2015,9,Thursday,16,Snatching,IPC Sec 356 / 379,3,Dwarka,Dwarka Sector 23,Dwarka Expressway / Sector 21 Terminal,Transit Expressway & Isolated Stretch,28.547645,77.057699,Yes,Chargesheet Filed
DL-2015-008147,2015-09-24 18:48:59,2015-09-24,18:48,2015,9,Thursday,18,Motor Vehicle Theft,IPC Sec 379,2,New Delhi,Connaught Place,Inner / Outer Circle & Rajiv Chowk,Commercial & Transit Center,28.627394,77.221248,No,Untraced
DL-2015-019605,2015-09-24 19:45:40,2015-09-24,19:45,2015,9,Thursday,19,Snatching,IPC Sec 356 / 379,3,Outer North,Outer North Sector PS,"General Sector Road, Outer North",Roadside / Highway,28.624183,76.990666,No,Under Investigation
DL-2015-013381,2015-09-24 23:22:07,2015-09-24,23:22,2015,9,Thursday,23,Snatching,IPC Sec 356 / 379,3,North,Kashmere Gate,ISBT Kashmere Gate & Metro Junction,Interstate Transit Hub,28.669705,77.225301,Yes,Cancelled / False FIR
DL-2015-024703,2015-09-24 23:56:30,2015-09-24,23:56,2015,9,Thursday,23,Snatching,IPC Sec 356 / 379,3,East,East Sector PS,"General Sector Road, East",Roadside / Highway,28.789246,76.983049,No,Under Investigation
DL-2015-018498,2015-09-25 04:53:39,2015-09-25,04:53,2015,9,Friday,4,Motor Vehicle Theft,IPC Sec 379,2,Rohini,Prashant Vihar,Sector 14 / Outer Ring Road Hub,Residential & Highway Arterial,28.718271,77.108157,No,Under Investigation
DL-2015-006493,2015-09-25 09:18:54,2015-09-25,09:18,2015,9,Friday,9,Eve Teasing / Harassment,IPC Sec 354 / 509,3,South,Saket,Select Citywalk & Press Enclave,Mall & Commercial Strip,28.530886,77.221043,No,Untraced
DL-2015-014701,2015-09-25 21:46:05,2015-09-25,21:46,2015,9,Friday,21,Snatching,IPC Sec 356 / 379,3,Shahdara,Anand Vihar,Anand Vihar ISBT & Railway Terminal,Transit Terminal / Border,28.639391,77.31774,No,Cancelled / False FIR
DL-2015-000356,2015-09-26 00:52:40,2015-09-26,00:52,2015,9,Saturday,0,Motor Vehicle Theft,IPC Sec 379,2,South East,South East Sector PS,"General Sector Road, South East",Residential Colony,28.750708,77.311323,No,Chargesheet Filed
DL-2015-009873,2015-09-26 03:38:03,2015-09-26,03:38,2015,9,Saturday,3,Motor Vehicle Theft,IPC Sec 379,2,Central,Karol Bagh,Gaffar Market / Ajmal Khan Road,Commercial Market,28.647899,77.1908,No,Under Investigation
DL-2015-034389,2015-09-26 15:46:07,2015-09-26,15:46,2015,9,Saturday,15,Snatching,IPC Sec 356 / 379,3,Dwarka,Dwarka Sector PS,"General Sector Road, Dwarka",Residential Colony,28.594074,77.271886,Yes,Cancelled / False FIR
DL-2015-023823,2015-09-26 15:54:23,2015-09-26,15:54,2015,9,Saturday,15,Burglary,IPC Sec 380 / 457,3,South East,Lajpat Nagar,Central Market Lajpat Nagar II,Shopping District,28.569237,77.245885,No,Convicted
DL-2015-017227,2015-09-27 02:01:58,2015-09-27,02:01,2015,9,Sunday,2,Pickpocketing / Theft,IPC Sec 379,1,South West,Sarojini Nagar,Sarojini Nagar Export Market,Bustling Flea Market,28.585558,77.191682,No,Under Investigation
DL-2015-005140,2015-09-27 02:40:22,2015-09-27,02:40,2015,9,Sunday,2,Assault / Hurt,IPC Sec 323 / 325,4,North East,Seelampur,Seelampur Market & Flyover Underpass,Dense Residential & Market,28.671486,77.265457,Yes,Under Investigation
DL-2015-031481,2015-09-27 10:22:07,2015-09-27,10:22,2015,9,Sunday,10,Snatching,IPC Sec 356 / 379,3,North,Kashmere Gate,ISBT Kashmere Gate & Metro Junction,Interstate Transit Hub,28.667766,77.222223,No,Convicted
DL-2015-033910,2015-09-27 14:47:04,2015-09-27,14:47,2015,9,Sunday,14,Pickpocketing / Theft,IPC Sec 379,1,South West,Sarojini Nagar,Sarojini Nagar Export Market,Bustling Flea Market,28.581531,77.190357,No,Under Investigation
DL-2015-007034,2015-09-27 15:42:50,2015-09-27,15:42,2015,9,Sunday,15,Motor Vehicle Theft,IPC Sec 379,2,Dwarka,Dwarka Sector 23,Dwarka Expressway / Sector 21 Terminal,Transit Expressway & Isolated Stretch,28.551118,77.070392,No,Under Investigation
DL-2015-017542,2015-09-27 22:04:02,2015-09-27,22:04,2015,9,Sunday,22,Robbery,IPC Sec 392 / 397,5,Outer North,Narela,Narela Industrial Area / DSIDC Complex,Industrial & Border Outpost,28.846095,77.099512,Yes,Under Investigation
DL-2015-016450,2015-09-27 22:39:37,2015-09-27,22:39,2015,9,Sunday,22,Motor Vehicle Theft,IPC Sec 379,2,West,Rajouri Garden,Main Market & Metro Interchange,Commercial & Nightclub Hub,28.653453,77.131783,No,Untraced
DL-2015-029185,2015-09-28 02:30:24,2015-09-28,02:30,2015,9,Monday,2,Burglary,IPC Sec 380 / 457,3,New Delhi,New Delhi Sector PS,"General Sector Road, New Delhi",Near Market,28.653063,77.228591,No,Untraced
DL-2015-017021,2015-09-28 17:53:05,2015-09-28,17:53,2015,9,Monday,17,Pickpocketing / Theft,IPC Sec 379,1,West,West Sector PS,"General Sector Road, West",Public Park / Open Ground,28.556884,77.026721,No,Under Investigation
DL-2015-005487,2015-09-28 17:57:35,2015-09-28,17:57,2015,9,Monday,17,Burglary,IPC Sec 380 / 457,3,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.794564,77.032186,No,Chargesheet Filed
DL-2015-025871,2015-09-28 20:50:41,2015-09-28,20:50,2015,9,Monday,20,Assault / Brawl,IPC Sec 160 / 323,2,West,Rajouri Garden,Main Market & Metro Interchange,Commercial & Nightclub Hub,28.651688,77.116349,No,Under Investigation
DL-2015-015322,2015-09-28 20:59:09,2015-09-28,20:59,2015,9,Monday,20,Motor Vehicle Theft,IPC Sec 379,2,South West,Sarojini Nagar,Sarojini Nagar Export Market,Bustling Flea Market,28.579386,77.195405,No,Cancelled / False FIR
DL-2015-000893,2015-09-28 21:06:07,2015-09-28,21:06,2015,9,Monday,21,Motor Vehicle Theft,IPC Sec 379,2,South East,Okhla Industrial Area,Okhla Phase II & Railway Siding,Industrial Area,28.530801,77.27959,No,Chargesheet Filed
DL-2015-010948,2015-09-28 22:50:40,2015-09-28,22:50,2015,9,Monday,22,Robbery,IPC Sec 392 / 397,4,East,East Sector PS,"General Sector Road, East",Near Market,28.520904,77.169586,No,Under Investigation
DL-2015-026516,2015-09-29 00:17:16,2015-09-29,00:17,2015,9,Tuesday,0,Motor Vehicle Theft,IPC Sec 379,2,Shahdara,Anand Vihar,Anand Vihar ISBT & Railway Terminal,Transit Terminal / Border,28.645015,77.303294,No,Under Investigation
DL-2015-013773,2015-09-29 08:27:13,2015-09-29,08:27,2015,9,Tuesday,8,Snatching,IPC Sec 356 / 379,3,East,Ghazipur,Ghazipur Mandi / Delhi-UP Border,Interstate Border / Wholesale Mandi,28.624563,77.330108,No,Chargesheet Filed
DL-2015-016624,2015-09-29 15:36:16,2015-09-29,15:36,2015,9,Tuesday,15,Pickpocketing / Theft,IPC Sec 379,1,North,Kotwali,Chandni Chowk / Old Delhi Railway Station,Crowded Wholesale Market,28.653939,77.242756,No,Chargesheet Filed
DL-2015-012170,2015-09-29 18:22:34,2015-09-29,18:22,2015,9,Tuesday,18,Motor Vehicle Theft,IPC Sec 379,2,South,Hauz Khas,Hauz Khas Village / Aurobindo Marg,Nightlife & Commercial Hub,28.545098,77.189841,No,Chargesheet Filed
DL-2015-010010,2015-09-29 18:57:37,2015-09-29,18:57,2015,9,Tuesday,18,Pickpocketing / Theft,IPC Sec 379,1,Central,Paharganj,New Delhi Railway Station / Paharganj Bazaar,Transit Hub / Commercial,28.637479,77.218309,No,Chargesheet Filed
DL-2015-001724,2015-09-29 21:37:43,2015-09-29,21:37,2015,9,Tuesday,21,Motor Vehicle Theft,IPC Sec 379,2,North,North Sector PS,"General Sector Road, North",Near Market,28.652967,77.248033,No,Convicted
DL-2015-008223,2015-09-29 22:26:43,2015-09-29,22:26,2015,9,Tuesday,22,Motor Vehicle Theft,IPC Sec 379,2,Outer North,Outer North Sector PS,"General Sector Road, Outer North",Near Market,28.55988,77.096315,No,Under Investigation
DL-2015-027197,2015-09-29 22:29:47,2015-09-29,22:29,2015,9,Tuesday,22,Assault / Brawl,IPC Sec 160 / 323,2,West,Rajouri Garden,Main Market & Metro Interchange,Commercial & Nightclub Hub,28.652496,77.110268,No,Untraced
DL-2015-031279,2015-09-30 14:10:57,2015-09-30,14:10,2015,9,Wednesday,14,Motor Vehicle Theft,IPC Sec 379,2,Central,Paharganj,New Delhi Railway Station / Paharganj Bazaar,Transit Hub / Commercial,28.642016,77.218239,No,Convicted
DL-2015-027186,2015-09-30 14:43:09,2015-09-30,14:43,2015,9,Wednesday,14,Pickpocketing / Theft,IPC Sec 379,1,Shahdara,Anand Vihar,Anand Vihar ISBT & Railway Terminal,Transit Terminal / Border,28.64441,77.311398,No,Cancelled / False FIR
DL-2015-024160,2015-09-30 15:59:07,2015-09-30,15:59,2015,9,Wednesday,15,Eve Teasing / Harassment,IPC Sec 354 / 509,3,New Delhi,Connaught Place,Inner / Outer Circle & Rajiv Chowk,Commercial & Transit Center,28.639527,77.224197,No,Untraced
DL-2015-001680,2015-09-30 16:29:55,2015-09-30,16:29,2015,9,Wednesday,16,Assault / Hurt,IPC Sec 323 / 325,4,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.791241,77.031985,Yes,Under Investigation
DL-2015-024904,2015-09-30 17:19:15,2015-09-30,17:19,2015,9,Wednesday,17,Pickpocketing / Theft,IPC Sec 379,1,South East,Lajpat Nagar,Central Market Lajpat Nagar II,Shopping District,28.571211,77.239662,No,Under Investigation
DL-2015-008363,2015-09-30 17:22:47,2015-09-30,17:22,2015,9,Wednesday,17,Burglary,IPC Sec 380 / 457,3,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.79633,77.032269,No,Untraced
DL-2015-005732,2015-09-30 20:12:45,2015-09-30,20:12,2015,9,Wednesday,20,Snatching,IPC Sec 356 / 379,3,North,Kotwali,Chandni Chowk / Old Delhi Railway Station,Crowded Wholesale Market,28.66494,77.229585,No,Untraced
DL-2015-011592,2015-09-30 22:01:33,2015-09-30,22:01,2015,9,Wednesday,22,Robbery,IPC Sec 392 / 397,5,Dwarka,Dwarka Sector PS,"General Sector Road, Dwarka",Public Park / Open Ground,28.565903,77.128766,Yes,Chargesheet Filed
DL-2015-014192,2015-10-01 00:23:01,2015-10-01,00:23,2015,10,Thursday,0,Motor Vehicle Theft,IPC Sec 379,2,East,Ghazipur,Ghazipur Mandi / Delhi-UP Border,Interstate Border / Wholesale Mandi,28.625669,77.322199,No,Chargesheet Filed
DL-2015-034399,2015-10-01 01:43:05,2015-10-01,01:43,2015,10,Thursday,1,Motor Vehicle Theft,IPC Sec 379,2,South East,Okhla Industrial Area,Okhla Phase II & Railway Siding,Industrial Area,28.539504,77.276134,No,Under Investigation
DL-2015-010488,2015-10-01 04:30:11,2015-10-01,04:30,2015,10,Thursday,4,Assault / Hurt,IPC Sec 323 / 325,3,North East,Seelampur,Seelampur Market & Flyover Underpass,Dense Residential & Market,28.662439,77.267152,No,Chargesheet Filed
DL-2015-033571,2015-10-01 06:37:06,2015-10-01,06:37,2015,10,Thursday,6,Assault / Hurt,IPC Sec 323 / 325,4,Outer,Outer Sector PS,"General Sector Road, Outer",Residential Colony,28.7778,77.011573,Yes,Chargesheet Filed
DL-2015-027150,2015-10-01 07:15:13,2015-10-01,07:15,2015,10,Thursday,7,Snatching,IPC Sec 356 / 379,3,Dwarka,Uttam Nagar,Uttam Nagar East Metro / Arya Samaj Road,Crowded Arterial Road,28.629922,77.051099,No,Under Investigation
DL-2015-011116,2015-10-01 08:39:01,2015-10-01,08:39,2015,10,Thursday,8,Snatching,IPC Sec 356 / 379,3,North East,Seelampur,Seelampur Market & Flyover Underpass,Dense Residential & Market,28.666702,77.275164,No,Chargesheet Filed
DL-2015-009430,2015-10-01 15:48:21,2015-10-01,15:48,2015,10,Thursday,15,Pickpocketing / Theft,IPC Sec 379,1,South West,Sarojini Nagar,Sarojini Nagar Export Market,Bustling Flea Market,28.576994,77.194452,No,Chargesheet Filed
DL-2015-007456,2015-10-01 15:49:55,2015-10-01,15:49,2015,10,Thursday,15,Burglary,IPC Sec 380 / 457,3,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.798107,77.022419,No,Under Investigation
DL-2015-034490,2015-10-01 18:23:39,2015-10-01,18:23,2015,10,Thursday,18,Motor Vehicle Theft,IPC Sec 379,2,South,Saket,Select Citywalk & Press Enclave,Mall & Commercial Strip,28.528958,77.216158,No,Under Investigation
DL-2015-010230,2015-10-01 20:11:57,2015-10-01,20:11,2015,10,Thursday,20,Pickpocketing / Theft,IPC Sec 379,1,South East,Lajpat Nagar,Central Market Lajpat Nagar II,Shopping District,28.563268,77.246256,No,Under Investigation
DL-2015-031699,2015-10-01 20:40:33,2015-10-01,20:40,2015,10,Thursday,20,Motor Vehicle Theft,IPC Sec 379,2,North East,North East Sector PS,"General Sector Road, North East",Public Park / Open Ground,28.552969,77.212789,No,Under Investigation
DL-2015-019389,2015-10-01 21:16:21,2015-10-01,21:16,2015,10,Thursday,21,Assault / Hurt,IPC Sec 323 / 325,4,North East,Seelampur,Seelampur Market & Flyover Underpass,Dense Residential & Market,28.669089,77.27223,Yes,Under Investigation
DL-2015-019705,2015-10-01 22:28:08,2015-10-01,22:28,2015,10,Thursday,22,Pickpocketing / Theft,IPC Sec 379,1,North,North Sector PS,"General Sector Road, North",Residential Colony,28.608593,77.301159,No,Chargesheet Filed
DL-2015-001176,2015-10-02 00:17:34,2015-10-02,00:17,2015,10,Friday,0,NDPS / Drug Offence,NDPS Act Sec 20 / 22,4,Outer,Mangolpuri,Mangolpuri Industrial Area / S-Block,Dense Resettlement Colony,28.702043,77.085807,No,Untraced
DL-2015-030319,2015-10-02 05:53:54,2015-10-02,05:53,2015,10,Friday,5,Snatching,IPC Sec 356 / 379,3,Outer,Mangolpuri,Mangolpuri Industrial Area / S-Block,Dense Resettlement Colony,28.690137,77.082413,No,Convicted
DL-2015-021926,2015-10-02 09:03:07,2015-10-02,09:03,2015,10,Friday,9,Motor Vehicle Theft,IPC Sec 379,2,South,Saket,Select Citywalk & Press Enclave,Mall & Commercial Strip,28.518227,77.219705,No,Chargesheet Filed
DL-2015-012903,2015-10-02 13:56:05,2015-10-02,13:56,2015,10,Friday,13,Robbery,IPC Sec 392 / 397,4,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.796152,77.032954,No,Chargesheet Filed
DL-2015-008461,2015-10-02 16:39:09,2015-10-02,16:39,2015,10,Friday,16,Assault / Hurt,IPC Sec 323 / 325,4,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.802631,77.025016,Yes,Chargesheet Filed
DL-2015-004722,2015-10-02 17:12:05,2015-10-02,17:12,2015,10,Friday,17,Snatching,IPC Sec 356 / 379,3,South West,Sarojini Nagar,Sarojini Nagar Export Market,Bustling Flea Market,28.582962,77.193704,Yes,Under Investigation
DL-2015-012045,2015-10-02 20:32:33,2015-10-02,20:32,2015,10,Friday,20,Robbery,IPC Sec 392 / 397,4,Shahdara,Shahdara Sector PS,"General Sector Road, Shahdara",Public Park / Open Ground,28.814386,77.24696,No,Chargesheet Filed
DL-2015-029023,2015-10-03 04:38:05,2015-10-03,04:38,2015,10,Saturday,4,Motor Vehicle Theft,IPC Sec 379,2,Outer North,Narela,Narela Industrial Area / DSIDC Complex,Industrial & Border Outpost,28.861638,77.088947,No,Chargesheet Filed
DL-2015-008452,2015-10-03 07:34:04,2015-10-03,07:34,2015,10,Saturday,7,Snatching,IPC Sec 356 / 379,3,North East,Seelampur,Seelampur Market & Flyover Underpass,Dense Residential & Market,28.6681,77.278215,No,Chargesheet Filed
DL-2015-003405,2015-10-03 12:45:10,2015-10-03,12:45,2015,10,Saturday,12,Robbery,IPC Sec 392 / 397,5,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.805993,77.039917,Yes,Under Investigation
DL-2015-025103,2015-10-03 15:06:40,2015-10-03,15:06,2015,10,Saturday,15,Burglary,IPC Sec 380 / 457,3,South West,South West Sector PS,"General Sector Road, South West",Near Market,28.632973,77.291757,No,Under Investigation
DL-2015-015933,2015-10-03 16:59:38,2015-10-03,16:59,2015,10,Saturday,16,Assault / Hurt,IPC Sec 323 / 325,4,Outer,Mangolpuri,Mangolpuri Industrial Area / S-Block,Dense Resettlement Colony,28.691919,77.081438,Yes,Under Investigation
DL-2015-032761,2015-10-04 19:36:00,2015-10-04,19:36,2015,10,Sunday,19,Motor Vehicle Theft,IPC Sec 379,2,North,North Sector PS,"General Sector Road, North",Public Park / Open Ground,28.737683,77.12977,No,Under Investigation
DL-2015-004508,2015-10-04 19:36:25,2015-10-04,19:36,2015,10,Sunday,19,Snatching,IPC Sec 356 / 379,3,North East,Jafrabad,Jafrabad Main Road / Metro Station,High Density Residential,28.696812,77.26575,No,Untraced
DL-2015-012594,2015-10-04 19:37:21,2015-10-04,19:37,2015,10,Sunday,19,Snatching,IPC Sec 356 / 379,3,South,South Sector PS,"General Sector Road, South",Public Park / Open Ground,28.473447,77.315048,No,Untraced
DL-2015-026931,2015-10-04 21:18:14,2015-10-04,21:18,2015,10,Sunday,21,Robbery,IPC Sec 392 / 397,5,North East,Seelampur,Seelampur Market & Flyover Underpass,Dense Residential & Market,28.67379,77.277591,Yes,Convicted
DL-2015-005597,2015-10-04 22:13:24,2015-10-04,22:13,2015,10,Sunday,22,Snatching,IPC Sec 356 / 379,3,Outer,Mangolpuri,Mangolpuri Industrial Area / S-Block,Dense Resettlement Colony,28.69237,77.079026,Yes,Chargesheet Filed
DL-2015-019557,2015-10-05 07:42:36,2015-10-05,07:42,2015,10,Monday,7,Eve Teasing / Harassment,IPC Sec 354 / 509,3,South,Saket,Select Citywalk & Press Enclave,Mall & Commercial Strip,28.530822,77.215149,No,Chargesheet Filed
DL-2015-003513,2015-10-05 09:41:15,2015-10-05,09:41,2015,10,Monday,9,Snatching,IPC Sec 356 / 379,3,South West,Sarojini Nagar,Sarojini Nagar Export Market,Bustling Flea Market,28.571928,77.196058,No,Chargesheet Filed
DL-2015-004700,2015-10-05 15:07:46,2015-10-05,15:07,2015,10,Monday,15,Snatching,IPC Sec 356 / 379,3,South West,Sarojini Nagar,Sarojini Nagar Export Market,Bustling Flea Market,28.577913,77.199944,No,Under Investigation
DL-2015-010888,2015-10-05 15:57:20,2015-10-05,15:57,2015,10,Monday,15,Robbery,IPC Sec 392 / 397,5,South East,Okhla Industrial Area,Okhla Phase II & Railway Siding,Industrial Area,28.53183,77.275986,Yes,Chargesheet Filed
DL-2015-025852,2015-10-05 19:46:46,2015-10-05,19:46,2015,10,Monday,19,Assault / Hurt,IPC Sec 323 / 325,3,Dwarka,Dwarka Sector PS,"General Sector Road, Dwarka",Residential Colony,28.831725,77.080474,No,Under Investigation
DL-2015-032116,2015-10-05 20:07:30,2015-10-05,20:07,2015,10,Monday,20,Motor Vehicle Theft,IPC Sec 379,2,East,Ghazipur,Ghazipur Mandi / Delhi-UP Border,Interstate Border / Wholesale Mandi,28.614882,77.324464,No,Chargesheet Filed
DL-2015-011410,2015-10-05 22:07:03,2015-10-05,22:07,2015,10,Monday,22,Robbery,IPC Sec 392 / 397,5,North East,Jafrabad,Jafrabad Main Road / Metro Station,High Density Residential,28.690969,77.285589,Yes,Chargesheet Filed
DL-2015-028661,2015-10-05 22:19:21,2015-10-05,22:19,2015,10,Monday,22,Robbery,IPC Sec 392 / 397,5,Outer North,Narela,Narela Industrial Area / DSIDC Complex,Industrial & Border Outpost,28.848863,77.092176,Yes,Chargesheet Filed
DL-2015-018543,2015-10-06 02:24:43,2015-10-06,02:24,2015,10,Tuesday,2,Motor Vehicle Theft,IPC Sec 379,2,West,Janakpuri,Janakpuri District Centre,Commercial Complex,28.627854,77.079467,No,Under Investigation
DL-2015-034723,2015-10-06 02:38:01,2015-10-06,02:38,2015,10,Tuesday,2,Burglary,IPC Sec 380 / 457,3,East,East Sector PS,"General Sector Road, East",Roadside / Highway,28.713786,77.081349,No,Chargesheet Filed
DL-2015-000272,2015-10-06 03:48:09,2015-10-06,03:48,2015,10,Tuesday,3,Burglary,IPC Sec 380 / 457,3,Dwarka,Dwarka Sector PS,"General Sector Road, Dwarka",Residential Colony,28.695932,77.106308,No,Untraced
DL-2015-005236,2015-10-06 03:55:08,2015-10-06,03:55,2015,10,Tuesday,3,Burglary,IPC Sec 380 / 457,3,South East,South East Sector PS,"General Sector Road, South East",Near Market,28.506111,77.269703,No,Untraced
DL-2015-025834,2015-10-06 03:57:41,2015-10-06,03:57,2015,10,Tuesday,3,Burglary,IPC Sec 380 / 457,3,South East,Okhla Industrial Area,Okhla Phase II & Railway Siding,Industrial Area,28.537424,77.270597,No,Chargesheet Filed
DL-2015-016720,2015-10-06 13:27:00,2015-10-06,13:27,2015,10,Tuesday,13,Assault / Hurt,IPC Sec 323 / 325,4,Outer,Outer Sector PS,"General Sector Road, Outer",Public Park / Open Ground,28.580987,76.988269,Yes,Under Investigation
DL-2015-026478,2015-10-06 13:36:08,2015-10-06,13:36,2015,10,Tuesday,13,Burglary,IPC Sec 380 / 457,3,South East,Lajpat Nagar,Central Market Lajpat Nagar II,Shopping District,28.580901,77.239876,No,Untraced
DL-2015-034519,2015-10-06 19:57:14,2015-10-06,19:57,2015,10,Tuesday,19,Motor Vehicle Theft,IPC Sec 379,2,Dwarka,Dwarka Sector 23,Dwarka Expressway / Sector 21 Terminal,Transit Expressway & Isolated Stretch,28.558599,77.059062,No,Untraced
DL-2015-012146,2015-10-06 20:25:41,2015-10-06,20:25,2015,10,Tuesday,20,Motor Vehicle Theft,IPC Sec 379,2,South,Saket,Select Citywalk & Press Enclave,Mall & Commercial Strip,28.53191,77.2251,No,Under Investigation
DL-2015-005001,2015-10-07 04:14:21,2015-10-07,04:14,2015,10,Wednesday,4,Motor Vehicle Theft,IPC Sec 379,2,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.796342,77.033441,No,Chargesheet Filed
DL-2015-011688,2015-10-07 13:15:42,2015-10-07,13:15,2015,10,Wednesday,13,Snatching,IPC Sec 356 / 379,3,South East,Lajpat Nagar,Central Market Lajpat Nagar II,Shopping District,28.56229,77.244818,No,Chargesheet Filed
DL-2015-000512,2015-10-07 14:07:10,2015-10-07,14:07,2015,10,Wednesday,14,Pickpocketing / Theft,IPC Sec 379,1,North,Kotwali,Chandni Chowk / Old Delhi Railway Station,Crowded Wholesale Market,28.660012,77.232168,No,Chargesheet Filed
DL-2015-024982,2015-10-07 14:57:01,2015-10-07,14:57,2015,10,Wednesday,14,Burglary,IPC Sec 380 / 457,3,South East,Okhla Industrial Area,Okhla Phase II & Railway Siding,Industrial Area,28.53297,77.267068,No,Chargesheet Filed
DL-2015-031267,2015-10-07 15:37:52,2015-10-07,15:37,2015,10,Wednesday,15,Motor Vehicle Theft,IPC Sec 379,2,South,South Sector PS,"General Sector Road, South",Near Market,28.68056,77.320007,No,Chargesheet Filed
DL-2015-013683,2015-10-07 17:06:46,2015-10-07,17:06,2015,10,Wednesday,17,Snatching,IPC Sec 356 / 379,3,East,Ghazipur,Ghazipur Mandi / Delhi-UP Border,Interstate Border / Wholesale Mandi,28.625247,77.333965,Yes,Under Investigation
DL-2015-024222,2015-10-07 18:37:38,2015-10-07,18:37,2015,10,Wednesday,18,Motor Vehicle Theft,IPC Sec 379,2,North,North Sector PS,"General Sector Road, North",Public Park / Open Ground,28.800918,77.223496,No,Chargesheet Filed
DL-2015-024543,2015-10-07 23:02:04,2015-10-07,23:02,2015,10,Wednesday,23,Pickpocketing / Theft,IPC Sec 379,1,New Delhi,Connaught Place,Inner / Outer Circle & Rajiv Chowk,Commercial & Transit Center,28.643458,77.215684,No,Untraced
DL-2015-002610,2015-10-08 14:22:39,2015-10-08,14:22,2015,10,Thursday,14,Assault / Hurt,IPC Sec 323 / 325,4,Outer,Mangolpuri,Mangolpuri Industrial Area / S-Block,Dense Resettlement Colony,28.689897,77.074171,Yes,Untraced
DL-2015-006911,2015-10-08 16:43:49,2015-10-08,16:43,2015,10,Thursday,16,Pickpocketing / Theft,IPC Sec 379,1,North,Kotwali,Chandni Chowk / Old Delhi Railway Station,Crowded Wholesale Market,28.662331,77.235314,No,Chargesheet Filed
DL-2015-015760,2015-10-08 20:37:47,2015-10-08,20:37,2015,10,Thursday,20,Burglary,IPC Sec 380 / 457,3,Dwarka,Dwarka Sector PS,"General Sector Road, Dwarka",Residential Colony,28.463652,77.241115,No,Chargesheet Filed
DL-2015-010084,2015-10-08 22:44:15,2015-10-08,22:44,2015,10,Thursday,22,Robbery,IPC Sec 392 / 397,5,West,West Sector PS,"General Sector Road, West",Residential Colony,28.689695,77.047047,Yes,Under Investigation
DL-2015-006507,2015-10-08 23:33:32,2015-10-08,23:33,2015,10,Thursday,23,Motor Vehicle Theft,IPC Sec 379,2,Dwarka,Dwarka Sector 23,Dwarka Expressway / Sector 21 Terminal,Transit Expressway & Isolated Stretch,28.540887,77.060727,No,Under Investigation
DL-2015-007053,2015-10-09 04:39:11,2015-10-09,04:39,2015,10,Friday,4,Motor Vehicle Theft,IPC Sec 379,2,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.804756,77.024095,No,Untraced
DL-2015-029592,2015-10-09 04:41:00,2015-10-09,04:41,2015,10,Friday,4,Motor Vehicle Theft,IPC Sec 379,2,West,Janakpuri,Janakpuri District Centre,Commercial Complex,28.629922,77.077634,No,Under Investigation
DL-2015-001832,2015-10-09 07:43:58,2015-10-09,07:43,2015,10,Friday,7,Snatching,IPC Sec 356 / 379,3,South West,Sarojini Nagar,Sarojini Nagar Export Market,Bustling Flea Market,28.576279,77.194555,No,Under Investigation
DL-2015-028824,2015-10-09 09:40:00,2015-10-09,09:40,2015,10,Friday,9,Motor Vehicle Theft,IPC Sec 379,2,South East,Okhla Industrial Area,Okhla Phase II & Railway Siding,Industrial Area,28.536585,77.272762,No,Untraced
DL-2015-005393,2015-10-09 11:31:53,2015-10-09,11:31,2015,10,Friday,11,Motor Vehicle Theft,IPC Sec 379,2,Central,Karol Bagh,Gaffar Market / Ajmal Khan Road,Commercial Market,28.647618,77.198476,No,Untraced
DL-2015-029016,2015-10-09 15:53:09,2015-10-09,15:53,2015,10,Friday,15,Pickpocketing / Theft,IPC Sec 379,1,South West,Sarojini Nagar,Sarojini Nagar Export Market,Bustling Flea Market,28.583966,77.200346,No,Chargesheet Filed
DL-2015-010270,2015-10-09 18:27:09,2015-10-09,18:27,2015,10,Friday,18,Motor Vehicle Theft,IPC Sec 379,2,Central,Karol Bagh,Gaffar Market / Ajmal Khan Road,Commercial Market,28.657013,77.199503,No,Chargesheet Filed
DL-2015-006885,2015-10-09 20:06:15,2015-10-09,20:06,2015,10,Friday,20,Snatching,IPC Sec 356 / 379,3,Shahdara,Anand Vihar,Anand Vihar ISBT & Railway Terminal,Transit Terminal / Border,28.647758,77.321684,No,Under Investigation
