record_id,year,district,police_station,landmark_premise,premises_type,crime_category,statutory_ipc,date,hour,minute,day_of_week,is_weekend,is_night,is_rush_hour,latitude,longitude,severity_score,risk_index,risk_level,is_high_risk,confirmation_status
DEL-FIR-2016-107396,2016,South,Hauz Khas,Hauz Khas Metro Station Interchange,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2016-05-14,6,10,Saturday,1,0,0,28.545313,77.203816,3,0.547,Medium,0,Confirmed
DEL-FIR-2017-107397,2017,South,Mehrauli,Hauz Khas Metro Station Interchange,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2017-05-14,1,0,Sunday,1,1,0,28.542899,77.206705,3,0.726,High,1,Confirmed
DEL-FIR-2017-107398,2017,North-East,Jafrabad,Jafrabad Main Road,Street & Public Roadways,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2017-12-28,22,8,Thursday,0,1,0,28.681057,77.268316,3,0.636,Medium,0,Confirmed
DEL-FIR-2025-107399,2025,West,Patel Nagar,Rajouri Garden Main Market,Commercial & Retail Market,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-08-21,0,31,Thursday,0,1,0,28.648994,77.120915,4,0.685,High,1,Confirmed
DEL-FIR-2020-107400,2020,Central,Karol Bagh,Paharganj Hotel & Station Corridor,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2020-11-08,20,8,Sunday,1,0,1,28.642761,77.214416,3,0.627,Medium,0,Confirmed
DEL-FIR-2018-107401,2018,Central,Chandni Chowk,Daryaganj Sunday Book Market Area,Street & Public Roadways,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2018-01-06,12,21,Saturday,1,0,0,28.648316,77.238857,3,0.494,Medium,0,Confirmed
DEL-FIR-2024-107402,2024,Shahdara,Krishna Nagar,Anand Vihar ISBT & Railway Terminal,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2024-10-13,4,55,Sunday,1,1,0,28.649082,77.314311,3,0.729,High,1,Confirmed
DEL-FIR-2016-107403,2016,Rohini,Rohini Sector 18,Rohini Sector 3 Japanese Park Perimeter,Parks & Isolated Environs,Motor Vehicle Theft,IPC 379 (BNS 303),2016-11-18,4,59,Friday,0,1,0,28.719287,77.119885,3,0.625,Medium,0,Confirmed
DEL-FIR-2024-107405,2024,Outer,Sultanpuri,Mangolpuri Industrial Area Phase 1,Industrial & Warehouse Estates,Motor Vehicle Theft,IPC 379 (BNS 303),2024-09-13,4,28,Friday,0,1,0,28.693308,77.090489,3,0.654,High,1,Confirmed
DEL-FIR-2017-107406,2017,South-West,RK Puram,RK Puram Sector 4 Complex,Residential Gated Colony,Street Robbery / Mugging,IPC 392/394 (BNS 309),2017-09-19,21,8,Tuesday,0,0,0,28.567763,77.177708,4,0.401,Low,0,Confirmed
DEL-FIR-2024-107408,2024,Outer-North,Bawana,Bawana Industrial Estate Sector 3,Industrial & Warehouse Estates,Street Robbery / Mugging,IPC 392/394 (BNS 309),2024-09-17,0,28,Tuesday,0,1,0,28.799839,77.042405,4,0.733,High,1,Confirmed
DEL-FIR-2025-107411,2025,North,Maurice Nagar,Civil Lines Rajpur Road,Residential Gated Colony,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-12-30,19,18,Tuesday,0,0,1,28.670981,77.223078,3,0.387,Low,0,Confirmed
DEL-FIR-2023-107412,2023,South-West,Vasant Kunj,Dhaula Kuan Underpass Intersection,Street & Public Roadways,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2023-03-14,23,54,Tuesday,0,1,0,28.592701,77.158026,3,0.554,Medium,0,Confirmed
DEL-FIR-2015-107413,2015,West,Janakpuri,Mayapuri Industrial Area Phase 2,Industrial & Warehouse Estates,Motor Vehicle Theft,IPC 379 (BNS 303),2015-12-14,21,25,Monday,0,0,0,28.632807,77.133717,3,0.44,Medium,0,Confirmed
DEL-FIR-2021-107414,2021,North,Kashmere Gate,Kamla Nagar Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2021-06-06,22,24,Sunday,1,1,0,28.677757,77.200581,3,0.781,High,1,Confirmed
DEL-FIR-2015-107417,2015,Central,Karol Bagh,Paharganj Hotel & Station Corridor,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2015-12-16,17,24,Wednesday,0,0,1,28.640667,77.210496,3,0.48,Medium,0,Confirmed
DEL-FIR-2024-107418,2024,Rohini,South Rohini,Prashant Vihar Institutional Area,Bank & ATM Premises,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2024-10-26,21,30,Saturday,1,0,0,28.710659,77.13524,3,0.484,Medium,0,Confirmed
DEL-FIR-2017-107419,2017,South-West,Vasant Vihar,Vasant Kunj Promenade Mall,Commercial & Retail Market,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2017-04-08,22,36,Saturday,1,1,0,28.545963,77.151348,3,0.696,High,1,Confirmed
DEL-FIR-2021-107420,2021,South-West,Mahipalpur,Vasant Vihar Basant Lok Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2021-12-13,19,7,Monday,0,0,1,28.559947,77.157353,3,0.442,Medium,0,Confirmed
DEL-FIR-2020-107421,2020,Outer,Mangolpuri,Sultanpuri C-Block Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2020-03-18,17,53,Wednesday,0,0,1,28.705247,77.075893,3,0.496,Medium,0,Confirmed
DEL-FIR-2020-107422,2020,New Delhi,Mandir Marg,Connaught Place Inner Circle,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2020-12-13,18,34,Sunday,1,0,1,28.629867,77.214689,3,0.497,Medium,0,Confirmed
DEL-FIR-2018-107423,2018,New Delhi,Chanakyapuri,Chanakyapuri Diplomatic Enclave,Residential Gated Colony,Motor Vehicle Theft,IPC 379 (BNS 303),2018-10-08,3,28,Monday,0,1,0,28.593403,77.17396,3,0.557,Medium,0,Confirmed
DEL-FIR-2022-107424,2022,Rohini,Prashant Vihar,Prashant Vihar Institutional Area,Bank & ATM Premises,Motor Vehicle Theft,IPC 379 (BNS 303),2022-09-16,0,2,Friday,0,1,0,28.709696,77.134474,3,0.558,Medium,0,Confirmed
DEL-FIR-2021-107425,2021,Rohini,Kanjhawala,Rohini Sector 3 Japanese Park Perimeter,Parks & Isolated Environs,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2021-12-09,19,10,Thursday,0,0,1,28.718417,77.116433,3,0.495,Medium,0,Confirmed
DEL-FIR-2022-107426,2022,Central,Daryaganj,Chandni Chowk Main Street,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2022-04-21,3,15,Thursday,0,1,0,28.652505,77.229547,3,0.694,High,1,Confirmed
DEL-FIR-2026-107429,2026,Central,Rajinder Nagar,Karol Bagh Gaffar Market,Commercial & Retail Market,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2026-02-13,21,3,Friday,0,0,0,28.652176,77.191093,3,0.621,Medium,0,Confirmed
DEL-FIR-2020-107430,2020,West,Patel Nagar,Janakpuri District Centre,Commercial & Retail Market,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2020-01-07,9,10,Tuesday,0,0,1,28.629731,77.079107,2,0.349,Low,0,Confirmed
DEL-FIR-2019-107433,2019,South,Saket,Malviya Nagar Shivalik Colony,Residential Gated Colony,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2019-11-12,22,43,Tuesday,0,1,0,28.539874,77.202767,3,0.599,Medium,0,Confirmed
DEL-FIR-2019-107434,2019,North-West,Ashok Vihar,Shalimar Bagh Club Road,Street & Public Roadways,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2019-10-21,11,33,Monday,0,0,0,28.718199,77.163348,3,0.337,Low,0,Confirmed
DEL-FIR-2016-107435,2016,Outer-North,Alipur,Bawana Industrial Estate Sector 3,Industrial & Warehouse Estates,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2016-11-16,21,51,Wednesday,0,0,0,28.798518,77.040899,3,0.362,Low,0,Confirmed
DEL-FIR-2021-107436,2021,Central,Paharganj,New Delhi Railway Station Gate 2,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2021-04-12,21,9,Monday,0,0,0,28.641318,77.219509,3,0.549,Medium,0,Confirmed
DEL-FIR-2018-107437,2018,Dwarka,Dwarka Sector 23,Dwarka Sector 6 Commercial Pocket,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2018-01-30,0,10,Tuesday,0,1,0,28.592596,77.063415,3,0.616,Medium,0,Confirmed
DEL-FIR-2016-107439,2016,Dwarka,Uttam Nagar,Dwarka Sector 21 Metro Interchange,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2016-11-10,21,23,Thursday,0,0,0,28.553488,77.058111,3,0.489,Medium,0,Confirmed
DEL-FIR-2019-107441,2019,West,Punjabi Bagh,Mayapuri Industrial Area Phase 2,Industrial & Warehouse Estates,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2019-10-13,19,34,Sunday,1,0,1,28.63811,77.135392,3,0.634,Medium,0,Confirmed
DEL-FIR-2025-107444,2025,Dwarka,Dwarka South,Dwarka Sector 6 Commercial Pocket,Commercial & Retail Market,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-09-18,1,22,Thursday,0,1,0,28.586747,77.067018,2,0.584,Medium,0,Confirmed
DEL-FIR-2020-107445,2020,Central,Rajinder Nagar,Daryaganj Sunday Book Market Area,Street & Public Roadways,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2020-02-28,7,58,Friday,0,0,0,28.645444,77.245939,4,0.498,Medium,0,Confirmed
DEL-FIR-2015-107446,2015,South-West,Vasant Vihar,Dhaula Kuan Underpass Intersection,Street & Public Roadways,Street Robbery / Mugging,IPC 392/394 (BNS 309),2015-05-21,11,21,Thursday,0,0,0,28.590867,77.157741,4,0.498,Medium,0,Confirmed
DEL-FIR-2020-107447,2020,Rohini,Rohini Sector 18,Rohini Sector 3 Japanese Park Perimeter,Parks & Isolated Environs,Street Robbery / Mugging,IPC 392/394 (BNS 309),2020-11-03,1,15,Tuesday,0,1,0,28.717439,77.119687,4,0.708,High,1,Confirmed
DEL-FIR-2017-107448,2017,North-West,Model Town,Model Town 2 Gujranwala Town,Residential Gated Colony,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2017-12-19,20,8,Tuesday,0,0,1,28.700225,77.198683,3,0.437,Medium,0,Confirmed
DEL-FIR-2025-107451,2025,Rohini,Prashant Vihar,Rithala Metro Terminal,Transit & Metro Hub,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-02-28,16,54,Friday,0,0,0,28.721447,77.105618,2,0.392,Low,0,Confirmed
DEL-FIR-2024-107458,2024,Outer,Paschim Vihar,Sultanpuri C-Block Market,Commercial & Retail Market,Street Robbery / Mugging,IPC 392/394 (BNS 309),2024-04-25,21,12,Thursday,0,0,0,28.702991,77.079293,4,0.524,Medium,0,Confirmed
DEL-FIR-2015-107459,2015,Dwarka,Uttam Nagar,Dwarka Sector 6 Commercial Pocket,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2015-05-02,17,33,Saturday,1,0,1,28.588861,77.065876,3,0.636,Medium,0,Confirmed
DEL-FIR-2020-107461,2020,Outer-North,Narela,Shahbad Dairy Area,Residential Gated Colony,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2020-07-01,19,29,Wednesday,0,0,1,28.752326,77.109923,3,0.361,Low,0,Confirmed
DEL-FIR-2019-107462,2019,New Delhi,Chanakyapuri,Khan Market,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2019-12-21,14,38,Saturday,1,0,0,28.592037,77.223642,4,0.717,High,1,Confirmed
DEL-FIR-2018-107463,2018,Shahdara,Gandhi Nagar,Anand Vihar ISBT & Railway Terminal,Transit & Metro Hub,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2018-04-01,5,32,Sunday,1,1,0,28.647128,77.315509,2,0.586,Medium,0,Confirmed
DEL-FIR-2019-107464,2019,West,Rajouri Garden,Rajouri Garden Main Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2019-08-22,15,9,Thursday,0,0,0,28.647284,77.122006,3,0.535,Medium,0,Confirmed
DEL-FIR-2018-107466,2018,Dwarka,Uttam Nagar,Dwarka Sector 6 Commercial Pocket,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2018-06-19,22,18,Tuesday,0,1,0,28.589615,77.060418,3,0.716,High,1,Confirmed
DEL-FIR-2021-107468,2021,South-West,Vasant Kunj,Vasant Kunj Promenade Mall,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2021-03-31,22,40,Wednesday,0,1,0,28.546705,77.153594,4,0.707,High,1,Confirmed
DEL-FIR-2019-107469,2019,West,Punjabi Bagh,Punjabi Bagh Club Road,Street & Public Roadways,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2019-01-03,20,49,Thursday,0,0,1,28.666211,77.12941,3,0.406,Low,0,Confirmed
DEL-FIR-2023-107470,2023,North-West,Model Town,Ashok Vihar Deep Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2023-05-10,14,58,Wednesday,0,0,0,28.689499,77.175236,3,0.498,Medium,0,Confirmed
DEL-FIR-2021-107471,2021,Outer-North,Samaypur Badli,Samaypur Badli Metro & Railway Hub,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2021-06-04,4,50,Friday,0,1,0,28.744233,77.145383,3,0.579,Medium,0,Confirmed
DEL-FIR-2026-107472,2026,South,Hauz Khas,Mehrauli Archaeological Park Perimeter,Parks & Isolated Environs,Street Robbery / Mugging,IPC 392/394 (BNS 309),2026-06-30,20,27,Tuesday,0,0,1,28.524825,77.185753,4,0.57,Medium,0,Confirmed
DEL-FIR-2018-107473,2018,Outer,Sultanpuri,Paschim Vihar Jwala Heri Market,Commercial & Retail Market,Street Robbery / Mugging,IPC 392/394 (BNS 309),2018-08-25,6,29,Saturday,1,0,0,28.676887,77.107615,4,0.709,High,1,Confirmed
DEL-FIR-2022-107476,2022,North,Civil Lines,Delhi University North Campus Arts Faculty,Educational & Campus Environs,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2022-07-21,19,55,Thursday,0,0,1,28.692312,77.207623,2,0.254,Low,0,Confirmed
DEL-FIR-2023-107478,2023,South-East,Nehru Place,Okhla Phase 3 Industrial Estate,Industrial & Warehouse Estates,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2023-10-04,20,52,Wednesday,0,0,1,28.534616,77.272542,3,0.454,Medium,0,Confirmed
DEL-FIR-2018-107479,2018,North-West,Netaji Subhash Place,Ashok Vihar Deep Market,Commercial & Retail Market,Street Robbery / Mugging,IPC 392/394 (BNS 309),2018-05-24,1,40,Thursday,0,1,0,28.687794,77.180476,4,0.736,High,1,Confirmed
DEL-FIR-2020-107481,2020,Shahdara,Anand Vihar,Shahdara Railway Station Chauraha,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2020-11-10,21,26,Tuesday,0,0,0,28.673661,77.294247,3,0.477,Medium,0,Confirmed
DEL-FIR-2022-107482,2022,New Delhi,Mandir Marg,Rajiv Chowk Metro Interchange,Transit & Metro Hub,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2022-10-01,15,18,Saturday,1,0,0,28.631451,77.219841,4,0.659,High,1,Confirmed
DEL-FIR-2022-107483,2022,North-West,Ashok Vihar,Ashok Vihar Deep Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2022-04-24,22,24,Sunday,1,1,0,28.685531,77.173496,3,0.824,High,1,Confirmed
DEL-FIR-2015-107484,2015,West,Janakpuri,Tilak Nagar Metro Station,Transit & Metro Hub,Street Robbery / Mugging,IPC 392/394 (BNS 309),2015-11-25,23,23,Wednesday,0,1,0,28.636206,77.09364,4,0.657,High,1,Confirmed
DEL-FIR-2019-107485,2019,North-West,Shalimar Bagh,Ashok Vihar Deep Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2019-02-10,8,45,Sunday,1,0,1,28.694866,77.174305,3,0.624,Medium,0,Confirmed
DEL-FIR-2018-107486,2018,South-West,RK Puram,Dhaula Kuan Underpass Intersection,Street & Public Roadways,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2018-11-04,20,42,Sunday,1,0,1,28.590957,77.161642,3,0.588,Medium,0,Confirmed
DEL-FIR-2016-107487,2016,North-West,Bharat Nagar,Ashok Vihar Deep Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2016-09-25,5,46,Sunday,1,1,0,28.685971,77.176427,3,0.682,High,1,Confirmed
DEL-FIR-2022-107488,2022,South-East,Lajpat Nagar,Lajpat Nagar Central Market,Commercial & Retail Market,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2022-01-08,23,14,Saturday,1,1,0,28.571746,77.243837,3,0.732,High,1,Confirmed
DEL-FIR-2026-107489,2026,East,Mayur Vihar 1,Laxmi Nagar Vikas Marg Market,Commercial & Retail Market,Street Robbery / Mugging,IPC 392/394 (BNS 309),2026-02-06,4,24,Friday,0,1,0,28.630444,77.277048,4,0.71,High,1,Confirmed
DEL-FIR-2022-107492,2022,Rohini,South Rohini,Begumpur Main Chowk,Street & Public Roadways,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2022-08-05,19,23,Friday,0,0,1,28.728982,77.074238,3,0.422,Medium,0,Confirmed
DEL-FIR-2016-107493,2016,Outer,Paschim Vihar,Nangloi Metro Rohtak Road,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2016-08-03,20,12,Wednesday,0,0,1,28.679525,77.067092,3,0.537,Medium,0,Confirmed
DEL-FIR-2021-107494,2021,South-East,Lajpat Nagar,Greater Kailash 1 M-Block Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2021-01-28,3,24,Thursday,0,1,0,28.550758,77.236314,3,0.658,High,1,Confirmed
DEL-FIR-2022-107495,2022,East,Laxmi Nagar,Kalyanpuri Bus Terminal Environs,Transit & Metro Hub,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2022-03-27,22,26,Sunday,1,1,0,28.616982,77.310954,4,0.848,High,1,Confirmed
DEL-FIR-2019-107496,2019,North,Timarpur,Civil Lines Rajpur Road,Residential Gated Colony,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2019-06-02,16,53,Sunday,1,0,0,28.670552,77.229132,2,0.436,Medium,0,Confirmed
DEL-FIR-2022-107498,2022,North-West,Netaji Subhash Place,Netaji Subhash Place Commercial Hub,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2022-10-04,19,58,Tuesday,0,0,1,28.684628,77.150952,3,0.433,Medium,0,Confirmed
DEL-FIR-2017-107499,2017,South,Mehrauli,Malviya Nagar Shivalik Colony,Residential Gated Colony,Motor Vehicle Theft,IPC 379 (BNS 303),2017-08-17,16,55,Thursday,0,0,0,28.532801,77.208421,3,0.433,Medium,0,Confirmed
DEL-FIR-2023-107500,2023,Outer,Sultanpuri,Sultanpuri C-Block Market,Commercial & Retail Market,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2023-10-23,13,2,Monday,0,0,0,28.705523,77.080156,3,0.534,Medium,0,Confirmed
DEL-FIR-2024-107501,2024,West,Punjabi Bagh,Rajouri Garden Main Market,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2024-12-29,4,2,Sunday,1,1,0,28.650238,77.123434,4,0.897,High,1,Confirmed
DEL-FIR-2024-107502,2024,West,Patel Nagar,Tilak Nagar Metro Station,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2024-12-01,21,41,Sunday,1,0,0,28.635819,77.095875,3,0.507,Medium,0,Confirmed
DEL-FIR-2022-107503,2022,Dwarka,Dwarka North,Dwarka Sector 10 District Court & Market,Commercial & Retail Market,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2022-07-20,8,2,Wednesday,0,0,1,28.583688,77.057804,2,0.569,Medium,0,Confirmed
DEL-FIR-2021-107504,2021,Shahdara,Farsh Bazar,Anand Vihar ISBT & Railway Terminal,Transit & Metro Hub,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2021-01-06,2,17,Wednesday,0,1,0,28.647402,77.316131,4,0.76,High,1,Confirmed
DEL-FIR-2024-107505,2024,East,Laxmi Nagar,Akshardham Metro Station Corridor,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2024-11-02,4,35,Saturday,1,1,0,28.615429,77.279837,3,0.754,High,1,Confirmed
DEL-FIR-2023-107509,2023,West,Punjabi Bagh,Mayapuri Industrial Area Phase 2,Industrial & Warehouse Estates,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2023-06-22,6,15,Thursday,0,0,0,28.633988,77.136605,3,0.404,Low,0,Confirmed
DEL-FIR-2023-107510,2023,North-East,Jafrabad,Bhajanpura Wazirabad Road Intersection,Street & Public Roadways,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2023-08-31,6,11,Thursday,0,0,0,28.698079,77.265562,3,0.36,Low,0,Confirmed
DEL-FIR-2017-107511,2017,South-West,Vasant Kunj,Vasant Vihar Basant Lok Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2017-02-24,0,26,Friday,0,1,0,28.567807,77.160043,3,0.759,High,1,Confirmed
DEL-FIR-2023-107512,2023,East,Kalyanpuri,Kalyanpuri Bus Terminal Environs,Transit & Metro Hub,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2023-02-10,13,6,Friday,0,0,0,28.616263,77.317051,4,0.607,Medium,0,Confirmed
DEL-FIR-2024-107513,2024,North-East,Khajuri Khas,Seelampur Metro & Market Chowk,Transit & Metro Hub,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2024-11-04,13,6,Monday,0,0,0,28.67038,77.268594,4,0.558,Medium,0,Confirmed
DEL-FIR-2018-107514,2018,Shahdara,Krishna Nagar,Anand Vihar ISBT & Railway Terminal,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2018-02-14,17,6,Wednesday,0,0,1,28.646071,77.315925,3,0.514,Medium,0,Confirmed
DEL-FIR-2022-107516,2022,Shahdara,Anand Vihar,Vivek Vihar Block B,Residential Gated Colony,Motor Vehicle Theft,IPC 379 (BNS 303),2022-11-02,1,31,Wednesday,0,1,0,28.66736,77.31358,3,0.552,Medium,0,Confirmed
DEL-FIR-2025-107517,2025,New Delhi,Connaught Place,Connaught Place Inner Circle,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-02-10,21,47,Monday,0,0,0,28.629867,77.218537,3,0.464,Medium,0,Confirmed
DEL-FIR-2024-107518,2024,North-East,Gokulpuri,Khajuri Khas Flyover Junction,Street & Public Roadways,Street Robbery / Mugging,IPC 392/394 (BNS 309),2024-03-09,1,19,Saturday,1,1,0,28.717087,77.255144,4,0.814,High,1,Confirmed
DEL-FIR-2015-107520,2015,North,Kashmere Gate,Sadar Bazar Wholesale Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2015-08-29,4,32,Saturday,1,1,0,28.654843,77.209902,3,0.767,High,1,Confirmed
DEL-FIR-2026-107521,2026,North-East,Bhajanpura,Gokulpuri Tyre Market,Commercial & Retail Market,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2026-03-12,21,18,Thursday,0,0,0,28.702363,77.283886,2,0.404,Low,0,Confirmed
DEL-FIR-2017-107524,2017,East,Kalyanpuri,Preet Vihar Commercial Complex,Commercial & Retail Market,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2017-04-13,21,28,Thursday,0,0,0,28.640384,77.295892,3,0.439,Medium,0,Confirmed
DEL-FIR-2026-107525,2026,Central,Rajinder Nagar,Paharganj Hotel & Station Corridor,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2026-04-16,16,32,Thursday,0,0,0,28.646683,77.212509,3,0.49,Medium,0,Confirmed
DEL-FIR-2017-107526,2017,South,Saket,Mehrauli Archaeological Park Perimeter,Parks & Isolated Environs,Motor Vehicle Theft,IPC 379 (BNS 303),2017-01-13,22,13,Friday,0,1,0,28.524198,77.184785,3,0.602,Medium,0,Confirmed
DEL-FIR-2026-107527,2026,South-East,Kalkaji,Greater Kailash 1 M-Block Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2026-06-16,22,46,Tuesday,0,1,0,28.55888,77.237326,3,0.669,High,1,Confirmed
DEL-FIR-2018-107528,2018,Outer-North,Narela,Narela Food Park & Mandi,Commercial & Retail Market,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2018-09-03,17,21,Monday,0,0,1,28.844201,77.094129,3,0.479,Medium,0,Confirmed
DEL-FIR-2016-107529,2016,South,Hauz Khas,Hauz Khas Village Social Hub,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2016-10-11,23,5,Tuesday,0,1,0,28.556882,77.19474,3,0.714,High,1,Confirmed
DEL-FIR-2019-107533,2019,Dwarka,Uttam Nagar,Dwarka Sector 21 Metro Interchange,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2019-07-12,2,17,Friday,0,1,0,28.550033,77.058809,3,0.675,High,1,Confirmed
DEL-FIR-2021-107534,2021,Dwarka,Dwarka North,Dwarka Sector 10 District Court & Market,Commercial & Retail Market,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2021-04-21,0,53,Wednesday,0,1,0,28.576009,77.058099,3,0.673,High,1,Confirmed
DEL-FIR-2025-107535,2025,Outer-North,Shahbad Daulatpur,Bawana Industrial Estate Sector 3,Industrial & Warehouse Estates,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-11-25,3,34,Tuesday,0,1,0,28.797862,77.04259,3,0.568,Medium,0,Confirmed
DEL-FIR-2021-107536,2021,East,Pandav Nagar,Kalyanpuri Bus Terminal Environs,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2021-02-03,4,52,Wednesday,0,1,0,28.617448,77.31707,3,0.653,High,1,Confirmed
DEL-FIR-2025-107537,2025,North,Kashmere Gate,Kamla Nagar Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-05-31,17,59,Saturday,1,0,1,28.682293,77.201225,3,0.603,Medium,0,Confirmed
DEL-FIR-2015-107538,2015,Rohini,Kanjhawala,Rohini Sector 18 Metro & DDA Market,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2015-09-20,3,41,Sunday,1,1,0,28.736396,77.133692,3,0.843,High,1,Confirmed
DEL-FIR-2016-107539,2016,Rohini,Kanjhawala,Begumpur Main Chowk,Street & Public Roadways,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2016-04-02,23,41,Saturday,1,1,0,28.726515,77.075806,3,0.687,High,1,Confirmed
DEL-FIR-2018-107540,2018,Outer-North,Bawana,Samaypur Badli Metro & Railway Hub,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2018-05-14,0,3,Monday,0,1,0,28.748751,77.141996,3,0.591,Medium,0,Confirmed
DEL-FIR-2020-107541,2020,Central,Karol Bagh,Chandni Chowk Main Street,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2020-04-01,14,20,Wednesday,0,0,0,28.655783,77.22794,3,0.469,Medium,0,Confirmed
