record_id,district,police_station,landmark_premise,premises_type,crime_category,statutory_ipc,date,hour,minute,day_of_week,is_weekend,is_night,is_rush_hour,latitude,longitude,severity_score,risk_index,risk_level,is_high_risk,confirmation_status
DEL-FIR-2025-101938,Outer-North,Alipur,Samaypur Badli Metro & Railway Hub,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-11-18,0,35,Tuesday,0,1,0,28.741454,77.143277,3,0.612,Medium,0,Confirmed
DEL-FIR-2025-101939,North,Kashmere Gate,Kamla Nagar Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-12-09,2,52,Tuesday,0,1,0,28.681911,77.199584,3,0.639,Medium,0,Confirmed
DEL-FIR-2025-101940,East,Preet Vihar,Kalyanpuri Bus Terminal Environs,Transit & Metro Hub,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-04-04,0,55,Friday,0,1,0,28.619067,77.315537,4,0.677,High,1,Confirmed
DEL-FIR-2025-101941,East,Preet Vihar,Akshardham Metro Station Corridor,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-04-22,6,28,Tuesday,0,0,0,28.620793,77.277607,3,0.419,Low,0,Unconfirmed / Unverified Tip
DEL-FIR-2025-101942,North,Timarpur,Kashmere Gate ISBT & Metro,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-11-11,21,58,Tuesday,0,0,0,28.66733,77.228553,3,0.511,Medium,0,Confirmed
DEL-FIR-2025-101943,North,Sadar Bazar,Kashmere Gate ISBT & Metro,Transit & Metro Hub,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-11-24,18,4,Monday,0,0,1,28.669619,77.228132,4,0.577,Medium,0,Confirmed
DEL-FIR-2025-101944,North,Civil Lines,Delhi University North Campus Arts Faculty,Educational & Campus Environs,Motor Vehicle Theft,IPC 379 (BNS 303),2025-10-23,23,50,Thursday,0,1,0,28.685568,77.210553,3,0.574,Medium,0,Pending Investigation
DEL-FIR-2025-101945,South-West,Delhi Cantt,Vasant Vihar Basant Lok Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-08-26,3,41,Tuesday,0,1,0,28.55632,77.154381,3,0.725,High,1,Confirmed
DEL-FIR-2025-101946,South,Mehrauli,Saket Select Citywalk Environs,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-05-14,18,21,Wednesday,0,0,1,28.525375,77.216995,3,0.52,Medium,0,Pending Investigation
DEL-FIR-2025-101947,North-East,Jafrabad,Khajuri Khas Flyover Junction,Street & Public Roadways,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-10-26,23,38,Sunday,1,1,0,28.715607,77.252013,4,0.639,Medium,0,Confirmed
DEL-FIR-2025-101948,North,Kashmere Gate,Civil Lines Rajpur Road,Residential Gated Colony,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-11-02,22,57,Sunday,1,1,0,28.679038,77.219947,3,0.811,High,1,Confirmed
DEL-FIR-2025-101949,North-West,Model Town,Netaji Subhash Place Commercial Hub,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-10-24,10,8,Friday,0,0,1,28.690358,77.150015,3,0.474,Medium,0,Unconfirmed / Unverified Tip
DEL-FIR-2025-101950,Rohini,Prashant Vihar,Prashant Vihar Institutional Area,Bank & ATM Premises,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-07-06,3,8,Sunday,1,1,0,28.711619,77.133803,3,0.696,High,1,Confirmed
DEL-FIR-2025-101951,Outer,Mianwali Nagar,Mangolpuri Industrial Area Phase 1,Industrial & Warehouse Estates,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-10-11,17,16,Saturday,1,0,1,28.689287,77.083582,3,0.443,Medium,0,Confirmed
DEL-FIR-2025-101952,East,Pandav Nagar,Akshardham Metro Station Corridor,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-12-17,14,22,Wednesday,0,0,0,28.612812,77.277791,3,0.487,Medium,0,Confirmed
DEL-FIR-2025-101953,Shahdara,Farsh Bazar,Krishna Nagar Lal Quarter Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-02-01,2,25,Saturday,1,1,0,28.65764,77.286678,3,0.814,High,1,Confirmed
DEL-FIR-2025-101954,North-East,Bhajanpura,Seelampur Metro & Market Chowk,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-07-18,7,59,Friday,0,0,0,28.668449,77.264045,3,0.474,Medium,0,Confirmed
DEL-FIR-2025-101955,Outer,Nangloi,Peeragarhi Intersection & Metro,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-10-20,18,13,Monday,0,0,1,28.67795,77.09285,3,0.468,Medium,0,Pending Investigation
DEL-FIR-2025-101956,New Delhi,Tilak Marg,Rajiv Chowk Metro Interchange,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-06-28,18,47,Saturday,1,0,1,28.631493,77.218727,3,0.571,Medium,0,Confirmed
DEL-FIR-2025-101957,South,Malviya Nagar,Mehrauli Archaeological Park Perimeter,Parks & Isolated Environs,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-11-10,6,3,Monday,0,0,0,28.524417,77.185721,4,0.467,Medium,0,Pending Investigation
DEL-FIR-2025-101958,Dwarka,Dwarka South,Dwarka Sector 6 Commercial Pocket,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-11-08,15,5,Saturday,1,0,0,28.594954,77.063951,3,0.522,Medium,0,False Alarm / Dismissed
DEL-FIR-2025-101959,New Delhi,Chanakyapuri,Rajiv Chowk Metro Interchange,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-12-25,22,59,Thursday,0,1,0,28.633562,77.217865,3,0.669,High,1,False Alarm / Dismissed
DEL-FIR-2025-101960,North-East,Seelampur,Bhajanpura Wazirabad Road Intersection,Street & Public Roadways,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-03-01,21,5,Saturday,1,0,0,28.696513,77.265599,3,0.549,Medium,0,Confirmed
DEL-FIR-2025-101961,North,Kashmere Gate,Delhi University North Campus Arts Faculty,Educational & Campus Environs,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-06-25,14,8,Wednesday,0,0,0,28.684332,77.203399,3,0.499,Medium,0,Confirmed
DEL-FIR-2025-101962,North-East,Bhajanpura,Khajuri Khas Flyover Junction,Street & Public Roadways,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-01-19,22,13,Sunday,1,1,0,28.716525,77.253332,3,0.552,Medium,0,Confirmed
DEL-FIR-2025-101963,West,Punjabi Bagh,Punjabi Bagh Club Road,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2025-12-07,14,41,Sunday,1,0,0,28.667107,77.12642,3,0.551,Medium,0,Pending Investigation
DEL-FIR-2025-101964,Central,Daryaganj,Paharganj Hotel & Station Corridor,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-10-13,17,50,Monday,0,0,1,28.640752,77.211339,3,0.525,Medium,0,Confirmed
DEL-FIR-2025-101965,North,Kashmere Gate,Sadar Bazar Wholesale Market,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-11-02,2,9,Sunday,1,1,0,28.657013,77.206858,4,0.887,High,1,Confirmed
DEL-FIR-2025-101966,Outer,Sultanpuri,Peeragarhi Intersection & Metro,Transit & Metro Hub,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-07-14,99,46,Monday,0,1,0,28.679066,77.095911,4,0.729,High,1,Pending Investigation
DEL-FIR-2025-101967,Shahdara,Vivek Vihar,Anand Vihar ISBT & Railway Terminal,Transit & Metro Hub,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-12-22,22,8,Monday,0,1,0,28.644283,77.315776,4,0.786,High,1,Confirmed
DEL-FIR-2025-101968,North-East,Bhajanpura,Seelampur Metro & Market Chowk,Transit & Metro Hub,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2025-08-06,23,12,Wednesday,0,1,0,28.667528,77.266361,3,0.644,Medium,0,Unconfirmed / Unverified Tip
DEL-FIR-2025-101969,Rohini,Begumpur,Rohini Sector 3 Japanese Park Perimeter,Parks & Isolated Environs,Motor Vehicle Theft,IPC 379 (BNS 303),2025-01-14,99,54,Tuesday,0,0,0,28.711755,77.1216,3,0.387,Low,0,Confirmed
DEL-FIR-2025-101970,Shahdara,Anand Vihar,Gandhi Nagar Textile Wholesale Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-03-05,17,27,Wednesday,0,0,1,28.661944,77.267838,3,0.565,Medium,0,Confirmed
DEL-FIR-2025-101971,South,Mehrauli,Hauz Khas Metro Station Interchange,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-08-15,2,3,Friday,0,1,0,28.543947,77.205452,3,0.608,Medium,0,Confirmed
DEL-FIR-2025-101972,West,Patel Nagar,Tilak Nagar Metro Station,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-05-25,18,55,Sunday,1,0,1,28.638218,77.092465,3,0.635,Medium,0,Confirmed
DEL-FIR-2025-101973,Central,Daryaganj,Daryaganj Sunday Book Market Area,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2025-11-25,21,40,Tuesday,0,0,0,28.645202,77.244188,3,0.423,Medium,0,Confirmed
DEL-FIR-2025-101974,Outer,Mangolpuri,Sultanpuri C-Block Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-07-27,21,23,Sunday,1,0,0,28.706288,77.078164,3,0.515,Medium,0,Unconfirmed / Unverified Tip
DEL-FIR-2025-101975,North-East,Gokulpuri,Khajuri Khas Flyover Junction,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2025-07-09,19,4,Wednesday,0,0,1,28.716279,77.256345,3,0.423,Medium,0,Confirmed
DEL-FIR-2025-101976,South-West,Delhi Cantt,RK Puram Sector 4 Complex,Residential Gated Colony,Motor Vehicle Theft,IPC 379 (BNS 303),2025-09-03,23,16,Wednesday,0,1,0,28.573511,77.183882,3,0.517,Medium,0,Pending Investigation
DEL-FIR-2025-101977,North-East,Khajuri Khas,Gokulpuri Tyre Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-03-02,2,3,Sunday,1,1,0,28.701285,77.281222,3,0.637,Medium,0,Confirmed
DEL-FIR-2025-101978,New Delhi,Connaught Place,Rajiv Chowk Metro Interchange,Transit & Metro Hub,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-04-28,13,35,Monday,0,0,0,28.636147,77.220383,4,0.644,Medium,0,Confirmed
DEL-FIR-2025-101979,North-East,Khajuri Khas,Seelampur Metro & Market Chowk,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-09-22,21,0,Monday,0,0,0,28.666397,77.26905,3,0.614,Medium,0,Confirmed
DEL-FIR-2025-101980,South-West,Vasant Kunj,Dhaula Kuan Underpass Intersection,Street & Public Roadways,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-06-25,22,6,Wednesday,0,1,0,28.589858,77.162543,3,0.565,Medium,0,Confirmed
DEL-FIR-2025-101981,South,Hauz Khas,Hauz Khas Metro Station Interchange,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-12-31,22,29,Wednesday,0,1,0,28.539396,77.20715,3,0.694,High,1,Confirmed
DEL-FIR-2025-101982,New Delhi,Parliament Street,Khan Market,Commercial & Retail Market,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2025-04-13,15,19,Sunday,1,0,0,28.597495,77.232441,3,0.519,Medium,0,Pending Investigation
DEL-FIR-2025-101983,Shahdara,Anand Vihar,Gandhi Nagar Textile Wholesale Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-09-28,19,34,Sunday,1,0,1,28.65821,77.268255,3,0.604,Medium,0,Confirmed
DEL-FIR-2025-101984,Shahdara,Farsh Bazar,Vivek Vihar Block B,Residential Gated Colony,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-01-03,17,35,Friday,0,0,1,28.668134,77.315238,3,0.442,Medium,0,Confirmed
DEL-FIR-2025-101985,North-East,Jafrabad,Bhajanpura Wazirabad Road Intersection,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2025-05-11,14,59,Sunday,1,0,0,28.702602,77.26277,3,0.545,Medium,0,Pending Investigation
DEL-FIR-2025-101986,West,Rajouri Garden,Janakpuri District Centre,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-03-12,23,53,Wednesday,0,1,0,28.62796,77.085792,3,0.612,Medium,0,Confirmed
DEL-FIR-2025-101987,New Delhi,Parliament Street,Connaught Place Inner Circle,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-11-17,0,21,Monday,0,1,0,28.636412,77.216781,3,0.584,Medium,0,Confirmed
DEL-FIR-2025-101988,North-East,Seelampur,Seelampur Metro & Market Chowk,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-05-10,1,7,Saturday,1,1,0,28.671253,77.267207,3,0.795,High,1,Confirmed
DEL-FIR-2025-101989,South-East,Nehru Place,Greater Kailash 1 M-Block Market,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-10-16,2,52,Thursday,0,1,0,28.558283,77.235183,4,0.703,High,1,Confirmed
DEL-FIR-2025-101990,East,Pandav Nagar,Mayur Vihar Phase 1 Pocket 1,Residential Gated Colony,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-06-12,22,4,Thursday,0,1,0,30.454782,75.752754,3,0.599,Medium,0,Confirmed
DEL-FIR-2025-101991,North-East,Gokulpuri,Jafrabad Main Road,Street & Public Roadways,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-07-22,4,59,Tuesday,0,1,0,28.678231,77.269782,4,0.613,Medium,0,Confirmed
DEL-FIR-2025-101992,North-West,Netaji Subhash Place,Model Town 2 Gujranwala Town,Residential Gated Colony,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-08-01,22,7,Friday,0,1,0,28.711613,77.194492,3,0.577,Medium,0,Confirmed
DEL-FIR-2025-101993,South-East,Sarita Vihar,Nehru Place IT & Electronics Complex,Commercial & Retail Market,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-09-06,4,13,Saturday,1,1,0,30.271849,75.399261,2,0.754,High,1,Confirmed
DEL-FIR-2025-101994,South,Malviya Nagar,Saket Select Citywalk Environs,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-12-09,3,32,Tuesday,0,1,0,28.533569,77.2195,3,0.732,High,1,Confirmed
DEL-FIR-2025-101995,Dwarka,Uttam Nagar,Dwarka Sector 10 District Court & Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-05-16,3,52,Friday,0,1,0,28.579551,77.055971,3,0.655,High,1,Confirmed
DEL-FIR-2025-101996,East,Laxmi Nagar,Preet Vihar Commercial Complex,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-10-04,20,52,Saturday,1,0,1,28.642353,77.293774,3,0.629,Medium,0,Pending Investigation
DEL-FIR-2025-101997,West,Punjabi Bagh,Rajouri Garden Main Market,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-12-05,20,51,Friday,0,0,1,28.64966,77.12085,4,0.608,Medium,0,Confirmed
DEL-FIR-2025-101998,Outer-North,Narela,Shahbad Dairy Area,Residential Gated Colony,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-09-20,19,36,Saturday,1,0,1,28.757727,77.112343,3,0.573,Medium,0,Confirmed
DEL-FIR-2025-101999,North-East,Khajuri Khas,Jafrabad Main Road,Street & Public Roadways,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-01-12,2,28,Sunday,1,1,0,28.67987,77.269819,2,0.526,Medium,0,Confirmed
DEL-FIR-2025-102000,East,Mayur Vihar 1,Kalyanpuri Bus Terminal Environs,Transit & Metro Hub,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-02-06,19,52,Thursday,0,0,1,28.616772,77.313738,2,0.375,Low,0,False Alarm / Dismissed
DEL-FIR-2025-102001,Outer-North,Samaypur Badli,Samaypur Badli Metro & Railway Hub,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-07-02,22,28,Wednesday,0,1,0,28.744977,77.1416,3,0.694,High,1,Confirmed
DEL-FIR-2025-102002,South,Mehrauli,Hauz Khas Metro Station Interchange,Transit & Metro Hub,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2025-03-30,21,34,Sunday,1,0,0,,,3,0.66,High,1,Confirmed
DEL-FIR-2025-102003,Rohini,Begumpur,Rohini Sector 18 Metro & DDA Market,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-04-03,22,53,Thursday,0,1,0,28.739326,77.131883,3,0.675,High,1,Pending Investigation
DEL-FIR-2025-102004,Central,Rajinder Nagar,Daryaganj Sunday Book Market Area,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2025-03-22,21,5,Saturday,1,0,0,28.648508,77.243785,3,0.539,Medium,0,Confirmed
DEL-FIR-2025-102005,Outer,Nangloi,Peeragarhi Intersection & Metro,Transit & Metro Hub,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-09-16,23,35,Tuesday,0,1,0,28.677493,77.097812,4,0.742,High,1,Confirmed
DEL-FIR-2025-102006,West,Tilak Nagar,Mayapuri Industrial Area Phase 2,Industrial & Warehouse Estates,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-07-01,1,37,Tuesday,0,1,0,28.634705,77.136928,4,0.727,High,1,Confirmed
DEL-FIR-2025-102007,Outer-North,Shahbad Daulatpur,Bawana Industrial Estate Sector 3,Industrial & Warehouse Estates,Motor Vehicle Theft,IPC 379 (BNS 303),2025-10-10,22,31,Friday,0,1,0,28.798658,77.046105,3,0.621,Medium,0,Confirmed
DEL-FIR-2025-102008,South-East,Okhla,Greater Kailash 1 M-Block Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-08-24,11,6,Sunday,1,0,0,28.552888,77.234408,3,0.656,High,1,Confirmed
DEL-FIR-2025-102009,East,Preet Vihar,Akshardham Metro Station Corridor,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-08-04,2,59,Monday,0,1,0,28.614485,77.274414,3,0.623,Medium,0,Confirmed
DEL-FIR-2025-102010,Dwarka,Dwarka South,Dwarka Sector 6 Commercial Pocket,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-01-14,19,27,Tuesday,0,0,1,28.585917,77.065678,4,0.608,Medium,0,Confirmed
DEL-FIR-2025-102011,North,Sadar Bazar,Kashmere Gate ISBT & Metro,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-03-14,17,24,Friday,0,0,1,28.666114,77.22628,3,0.506,Medium,0,Confirmed
DEL-FIR-2025-102012,Dwarka,Dwarka South,Dwarka Sector 21 Metro Interchange,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-10-21,22,32,Tuesday,0,1,0,28.553858,77.054349,3,0.694,High,1,False Alarm / Dismissed
DEL-FIR-2025-102013,South-East,Sarita Vihar,Greater Kailash 1 M-Block Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-08-12,2,2,Tuesday,0,1,0,28.556861,77.237339,3,0.713,High,1,Confirmed
DEL-FIR-2025-102014,North-West,Bharat Nagar,Model Town 2 Gujranwala Town,Residential Gated Colony,Motor Vehicle Theft,IPC 379 (BNS 303),2025-11-16,1,1,Sunday,1,1,0,28.713808,77.190576,3,0.67,High,1,Pending Investigation
DEL-FIR-2025-102015,Central,Karol Bagh,Paharganj Hotel & Station Corridor,Transit & Metro Hub,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-07-03,23,15,Thursday,0,1,0,28.642471,77.214003,4,0.809,High,1,Confirmed
DEL-FIR-2025-102016,East,Preet Vihar,Preet Vihar Commercial Complex,Commercial & Retail Market,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-07-28,21,30,Monday,0,0,0,28.636816,77.292321,4,0.651,High,1,Pending Investigation
DEL-FIR-2025-102017,South,Malviya Nagar,Hauz Khas Village Social Hub,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-12-25,1,21,Thursday,0,1,0,28.555697,77.193718,3,0.695,High,1,Confirmed
DEL-FIR-2025-102018,Outer-North,Samaypur Badli,Samaypur Badli Metro & Railway Hub,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-08-08,2,6,Friday,0,1,0,,,3,0.656,High,1,Confirmed
DEL-FIR-2025-102019,South,Malviya Nagar,Malviya Nagar Shivalik Colony,Residential Gated Colony,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-02-02,20,54,Sunday,1,0,1,28.540103,77.219568,3,0.545,Medium,0,Confirmed
DEL-FIR-2025-102020,Outer-North,Shahbad Daulatpur,Bawana Industrial Estate Sector 3,Industrial & Warehouse Estates,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-10-07,21,36,Tuesday,0,0,0,28.798081,77.04319,3,0.414,Low,0,Confirmed
DEL-FIR-2025-102021,Outer-North,Alipur,Bawana Industrial Estate Sector 3,Industrial & Warehouse Estates,Motor Vehicle Theft,IPC 379 (BNS 303),2025-02-10,22,17,Monday,0,1,0,28.801933,77.042297,3,0.621,Medium,0,Confirmed
DEL-FIR-2025-102022,Outer,Sultanpuri,Mangolpuri Industrial Area Phase 1,Industrial & Warehouse Estates,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-07-12,23,40,Saturday,1,1,0,28.689538,77.08792,4,0.858,High,1,Unconfirmed / Unverified Tip
DEL-FIR-2025-102023,Dwarka,Uttam Nagar,Najafgarh Road Trunk Highway,Street & Public Roadways,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-12-23,0,25,Tuesday,0,1,0,28.617005,77.031153,4,0.57,Medium,0,Confirmed
DEL-FIR-2025-102024,Outer-North,Alipur,Shahbad Dairy Area,Residential Gated Colony,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-06-24,2,20,Tuesday,0,1,0,28.75637,77.112906,4,0.73,High,1,Confirmed
DEL-FIR-2025-102025,North-East,Seelampur,Seelampur Metro & Market Chowk,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-04-03,21,43,Thursday,0,0,0,28.66773,77.264894,3,0.458,Medium,0,Confirmed
DEL-FIR-2025-102026,North-West,Model Town,Shalimar Bagh Club Road,Street & Public Roadways,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-06-29,14,2,Sunday,1,0,0,28.710322,77.164678,4,0.672,High,1,Confirmed
DEL-FIR-2025-102027,West,Punjabi Bagh,Rajouri Garden Main Market,Commercial & Retail Market,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-07-22,0,51,Tuesday,0,1,0,28.64969,77.12563,4,0.739,High,1,Confirmed
DEL-FIR-2025-102028,West,Rajouri Garden,Janakpuri District Centre,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-01-29,0,38,Wednesday,0,1,0,,,3,0.637,Medium,0,Confirmed
DEL-FIR-2025-102029,New Delhi,Tilak Marg,Barakhamba Road ATM Cluster,Bank & ATM Premises,Motor Vehicle Theft,IPC 379 (BNS 303),2025-05-09,2,37,Friday,0,1,0,28.623583,77.224925,3,0.563,Medium,0,Confirmed
DEL-FIR-2025-102030,West,Janakpuri,Tilak Nagar Metro Station,Transit & Metro Hub,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-08-11,17,39,Monday,0,0,1,28.638105,77.096701,4,0.574,Medium,0,Confirmed
DEL-FIR-2025-102031,South-West,Delhi Cantt,Dhaula Kuan Underpass Intersection,Street & Public Roadways,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-08-05,9,20,Tuesday,0,0,1,28.590758,77.161144,3,0.452,Medium,0,Pending Investigation
DEL-FIR-2025-102032,North-West,Bharat Nagar,Shalimar Bagh Club Road,Street & Public Roadways,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-06-13,19,19,Friday,0,0,1,28.710998,77.160306,2,0.347,Low,0,False Alarm / Dismissed
DEL-FIR-2025-102033,Rohini,Rohini Sector 18,Begumpur Main Chowk,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2025-05-13,4,23,Tuesday,0,1,0,28.727325,77.076628,3,0.577,Medium,0,Confirmed
DEL-FIR-2025-102034,North-East,Bhajanpura,Bhajanpura Wazirabad Road Intersection,Street & Public Roadways,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-02-25,22,3,Tuesday,0,1,0,28.698884,77.263653,4,0.6,Medium,0,Confirmed
DEL-FIR-2025-102035,Dwarka,Dwarka Sector 23,Uttam Nagar East Metro Chowk,Transit & Metro Hub,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-03-24,18,27,Monday,0,0,1,28.622751,77.068851,2,0.379,Low,0,Pending Investigation
DEL-FIR-2025-102036,North,Civil Lines,Sadar Bazar Wholesale Market,Commercial & Retail Market,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2025-09-02,13,56,Tuesday,0,0,0,28.656068,77.208547,3,0.555,Medium,0,Confirmed
DEL-FIR-2025-102037,West,Janakpuri,Janakpuri District Centre,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-04-01,1,5,Tuesday,0,1,0,28.626048,77.082121,4,0.689,High,1,Confirmed
DEL-FIR-2025-102038,Central,Rajinder Nagar,Daryaganj Sunday Book Market Area,Street & Public Roadways,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-07-18,0,40,Friday,0,1,0,,,4,0.686,High,1,False Alarm / Dismissed
DEL-FIR-2025-102039,Outer-North,Narela,Shahbad Dairy Area,Residential Gated Colony,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-12-31,20,30,Wednesday,0,0,1,28.754326,77.113104,3,0.398,Low,0,Confirmed
DEL-FIR-2025-102040,South,Saket,Hauz Khas Village Social Hub,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-01-07,11,28,Tuesday,0,0,0,28.553253,77.194818,4,0.544,Medium,0,Unconfirmed / Unverified Tip
DEL-FIR-2025-102041,North,Timarpur,Civil Lines Rajpur Road,Residential Gated Colony,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-03-17,16,4,Monday,0,0,0,28.676178,77.23157,2,0.296,Low,0,Confirmed
DEL-FIR-2025-102042,New Delhi,Tilak Marg,Rajiv Chowk Metro Interchange,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-04-27,15,21,Sunday,1,0,0,28.635144,77.222496,3,0.562,Medium,0,Confirmed
DEL-FIR-2025-102043,Shahdara,Farsh Bazar,Vivek Vihar Block B,Residential Gated Colony,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-07-08,22,10,Tuesday,0,1,0,28.66518,77.313208,3,0.538,Medium,0,False Alarm / Dismissed
